Row,No Extraction,No Annotation,Wrong Range,Wrong Tag,Wrong Range and tag,Num correct tags,Sentence
10,[],"[(['O', 'O', 'O'], ['B-JOB', 'I-JOB', 'I-JOB'], ['có', 'địa', 'chỉ'])]",[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['785']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['785']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['42']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Đức', 'Thượng']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hoài', 'Đức']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hà', 'Nội'])]","['Theo', 'đó', ',', 'ca', 'bệnh', '785', '(', 'bệnh', 'nhân', '785', ')', 'là', 'nam', ',', '42', 'tuổi', ',', 'có', 'địa', 'chỉ', 'tại', 'Đức', 'Thượng', ',', 'Hoài', 'Đức', ',', 'Hà', 'Nội', '.']"
11,[],[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['UBND', 'tỉnh', 'Thanh', 'Hoá']), (['B-NAME'], ['B-NAME'], ['Đ.T.H.']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Sầm', 'Sơn']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Thanh', 'Hoá'])]","['Phát', 'biểu', 'tại', 'cuộc', 'họp', ',', 'Chủ', 'tịch', 'UBND', 'tỉnh', 'Thanh', 'Hoá', 'Nguyễn', 'Đình', 'Xứng', 'khẳng', 'định', 'việc', 'xuất', 'hiện', 'trường', 'hợp', 'bà', 'Đ.T.H.', 'tại', 'Sầm', 'Sơn', 'đã', 'cảnh', 'báo', 'lỗ', 'hổng', 'trong', 'công', 'tác', 'giám', 'sát', ',', 'cách', 'ly', 'các', 'ca', 'bệnh', 'ở', 'Thanh', 'Hoá', '.']"
12,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Lao', 'và', 'Bệnh', 'phổi', 'Thành', 'phố', 'Cần', 'Thơ'])]","['Hiện', 'hai', 'bệnh', 'nhân', 'điều', 'trị', 'tại', 'Bệnh', 'viện', 'Lao', 'và', 'Bệnh', 'phổi', 'Thành', 'phố', 'Cần', 'Thơ', '.']"
13,"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['O', 'O', 'O', 'O', 'O'], ['công', 'viên', 'SunWorld', 'Đà', 'Nẵng'])]",[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['siêu', 'thị', 'Lotte', 'Mart'])]","['Trong', 'thời', 'gian', 'ở', 'đây', ',', 'em', 'đi', 'chơi', 'công', 'viên', 'SunWorld', 'Đà', 'Nẵng', ',', 'siêu', 'thị', 'Lotte', 'Mart', 'và', 'ăn', 'ở', 'một', 'số', 'quán', '.']"
14,[],[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['13/8']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Ban', 'chỉ', 'đạo', 'phòng', 'chống', 'dịch', 'bệnh', 'Covid', '-', '19', 'Quảng', 'Trị']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['904'])]","['Tối', '13/8', ',', 'Ban', 'chỉ', 'đạo', 'phòng', 'chống', 'dịch', 'bệnh', 'Covid', '-', '19', 'Quảng', 'Trị', 'công', 'bố', 'thông', 'tin', 'trên', 'cùng', 'hành', 'trình', 'của', '""', 'bệnh', 'nhân', '904', '""', '.']"
15,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['435']), (['B-GENDER'], ['B-GENDER'], ['nữ']), (['B-AGE'], ['B-AGE'], ['29']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['phường', 'An', 'Hải', 'Đông']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['quận', 'Sơn', 'Trà']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['TP', 'Đà', 'Nẵng']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['xã', 'An', 'Hoà']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['huyện', 'Quỳnh', 'Lưu'])]","['Bệnh', 'nhân', '435', ',', 'nữ', ',', '29', 'tuổi', ',', 'đang', 'tạm', 'trú', 'phường', 'An', 'Hải', 'Đông', ',', 'quận', 'Sơn', 'Trà', ',', 'TP', 'Đà', 'Nẵng', 'có', 'quê', 'ở', 'xã', 'An', 'Hoà', ',', 'huyện', 'Quỳnh', 'Lưu', '.']"
16,[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'O', 'O', 'O'], ['tràn', 'khí', 'màng', 'phổi', 'đã', 'dẫn', 'lưu'])]",[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Đà', 'Nẵng']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['viêm', 'phổi', 'nặng'])]","['Trước', 'đó', ',', 'khi', 'điều', 'trị', 'tại', 'hai', 'bệnh', 'viện', 'ở', 'Đà', 'Nẵng', ',', 'bệnh', 'nhân', 'viêm', 'phổi', 'nặng', 'trên', '10', 'năm', ',', 'tràn', 'khí', 'màng', 'phổi', 'đã', 'dẫn', 'lưu', '.']"
17,[],[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['24', '-', '2']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Trung', 'tâm', 'kiểm', 'soát', 'bệnh', 'tật', 'tỉnh', 'Thừa', 'Thiên', 'Huế']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['xã', 'Vinh', 'Hiền']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['huyện', 'Phú', 'Lộc']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['ho']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['sốt']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['ói'])]","['Sáng', '24', '-', '2', ',', 'Trung', 'tâm', 'kiểm', 'soát', 'bệnh', 'tật', 'tỉnh', 'Thừa', 'Thiên', 'Huế', 'đã', 'tổ', 'chức', 'họp', 'báo', 'để', 'công', 'bố', 'thông', 'tin', 'về', 'nguyên', 'nhân', 'tử', 'vong', 'của', 'nữ', 'sinh', 'lớp', '12', 'ở', 'xã', 'Vinh', 'Hiền', ',', 'huyện', 'Phú', 'Lộc', 'sau', 'khi', 'bệnh', 'nhân', 'này', 'có', 'triệu', 'chứng', 'ho', ',', 'sốt', ',', 'ói', '.']"
18,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['phường', 'Nghĩa', 'Trung']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['TP', 'Gia', 'Nghĩa'])]","['Thiếu', 'nữ', 'trú', 'phường', 'Nghĩa', 'Trung', ',', 'TP', 'Gia', 'Nghĩa', ',', 'có', 'yếu', 'tố', 'dịch', 'tễ', 'là', 'tiếp', 'xúc', 'với', 'người', 'từ', 'vùng', 'dịch', 'trở', 'về', '.']"
19,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['20']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['161']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'nhiệt', 'đới', 'Trung', 'ương', 'cơ', 'sở', '2'])]","['Ca', 'số', '20', 'và', '161', 'đang', 'được', 'điều', 'trị', 'tại', 'Bệnh', 'nhiệt', 'đới', 'Trung', 'ương', 'cơ', 'sở', '2', '.']"
20,[],[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['30', '-', '8']), (['B-NAME'], ['B-NAME'], ['T.T.B.P.']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Nhật', 'Bản'])]","['Trước', 'đó', 'vào', 'ngày', '30', '-', '8', ',', 'T.T.B.P.', 'nhập', 'cảnh', 'vào', 'Nhật', 'Bản', ',', 'được', 'xét', 'nghiệm', 'và', 'có', 'kết', 'quả', 'dương', 'tính', 'với', 'virus', 'SARS', '-', 'CoV', '-', '2', '.']"
21,"[(['B-GENDER'], ['O'], ['nữ'])]",[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bộ', 'Kế', 'hoạch', '-', 'đầu', 'tư']), (['B-NAME', 'I-NAME', 'I-NAME'], ['B-NAME', 'I-NAME', 'I-NAME'], ['Nguyễn', 'Chí', 'Dũng']), (['B-TRANSPORTATION'], ['B-TRANSPORTATION'], ['VN0054']), (['B-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION'], ['VietNam', 'Airlines']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['sân', 'bay', 'Nội', 'Bài']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['2', '-', '3']), (['B-NAME', 'I-NAME'], ['B-NAME', 'I-NAME'], ['N.H.N', '..'])]","['Bộ', 'trưởng', 'Bộ', 'Kế', 'hoạch', '-', 'đầu', 'tư', 'Nguyễn', 'Chí', 'Dũng', 'là', 'một', 'trong', 'những', 'người', 'đi', 'cùng', 'chuyến', 'bay', 'số', 'hiệu', 'VN0054', 'của', 'VietNam', 'Airlines', ',', 'hạ', 'cánh', 'xuống', 'sân', 'bay', 'Nội', 'Bài', 'lúc', '4h30', 'sáng', '2', '-', '3', ',', 'ngồi', 'cùng', 'khoang', 'hạng', 'thương', 'gia', 'với', 'nữ', 'bệnh', 'nhân', 'N.H.N', '..']"
22,[],[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['21', '-', '7']), (['B-TRANSPORTATION'], ['B-TRANSPORTATION'], ['SE7']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['thành', 'phố', 'Đà', 'Nẵng']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['thành', 'phố', 'Quảng', 'Ngãi'])]","['3', '.', 'Những', 'người', 'đi', 'chuyến', 'tàu', '23h', 'ngày', '21', '-', '7', ',', 'số', 'hiệu', 'SE7', 'từ', 'thành', 'phố', 'Đà', 'Nẵng', 'đến', 'thành', 'phố', 'Quảng', 'Ngãi', '.']"
23,"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['O', 'O', 'O', 'O', 'O'], ['tai', 'biến', 'mạch', 'máu', 'não']), (['B-LOCATION', 'I-LOCATION'], ['O', 'O'], ['Vĩnh', 'Phúc'])]",[],[],[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['ung', 'thư', 'máu']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['ung', 'thư', 'gan'])]","['Các', 'ca', 'tiên', 'lượng', 'nặng', 'gồm', 'bà', 'cụ', '88', 'tuổi', 'bị', 'tai', 'biến', 'mạch', 'máu', 'não', ',', 'bệnh', 'nhân', 'người', 'Thuỵ', 'Điển', '64', 'tuổi', 'ung', 'thư', 'máu', ',', 'và', 'bệnh', 'nhân', '71', 'tuổi', 'người', 'Vĩnh', 'Phúc', 'ung', 'thư', 'gan', '.']"
24,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Bệnh', 'nhiệt', 'dới', 'trung', 'ương']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['188']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['237']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['16', '-', '4']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['17', '-', '4']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['18', '-', '4']), (['B-DATE'], ['B-DATE'], ['20']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['21', '-', '4'])]","['Theo', 'ông', 'Thạch', ',', 'có', '2', 'trong', 'số', '8', 'bệnh', 'nhân', 'COVID', '-', '19', 'tái', 'dương', 'tính', 'đang', 'được', 'cách', 'ly', 'tại', 'Bệnh', 'viện', 'Bệnh', 'nhiệt', 'dới', 'trung', 'ương', '(', 'bệnh', 'nhân', '188', 'và', '237', ')', ',', 'với', 'những', 'thay', 'đổi', 'liên', 'tục', 'về', 'xét', 'nghiệm', ':', 'ra', 'viện', 'ngày', '16', '-', '4', ',', '17', '-', '4', 'dương', 'tính', 'lại', ',', '18', '-', '4', 'âm', 'tính', 'nhưng', '20', 'và', '21', '-', '4', 'lại', 'dương', 'tính', '.']"
25,"[(['B-PATIENT_ID'], ['O'], ['13'])]",[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Việt', 'Nam']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['7', '-', '2'])]","['Mới', 'đây', 'tại', 'Việt', 'Nam', ',', 'thông', 'tin', 'đáng', 'chú', 'ý', 'trong', 'sàng', 'lọc', ',', 'phát', 'hiện', 'bệnh', 'nhân', 'thứ', '13', ',', 'vừa', 'có', 'xét', 'nghiệm', 'xác', 'định', 'dương', 'tính', 'tối', '7', '-', '2', ':', 'bệnh', 'nhân', 'không', 'sốt', ',', 'không', 'ho', ',', 'không', 'có', 'biểu', 'hiện', 'bệnh', 'nhưng', 'vẫn', 'nhiễm', 'virus', 'corona', '.']"
26,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['976']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['42']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Thạch', 'Sơn']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Thạch', 'Thành']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Thanh', 'Hoá'])]","['""', 'Bệnh', 'nhân', '976', '""', ',', 'nam', ',', '42', 'tuổi', ',', 'địa', 'chỉ', 'tại', 'Thạch', 'Sơn', ',', 'Thạch', 'Thành', ',', 'Thanh', 'Hoá', '.']"
27,"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['O', 'O', 'O'], ['khoa', 'truyền', 'nhiễm'])]",[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['6', '-', '8']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Đa', 'khoa', 'tỉnh', 'Hải', 'Dương']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Bệnh', 'nhiệt', 'đới', 'trung', 'ương'])]","['Trong', 'đêm', '6', '-', '8', ',', 'bệnh', 'nhân', 'được', 'chuyển', 'từ', 'khoa', 'truyền', 'nhiễm', 'của', 'Bệnh', 'viện', 'Đa', 'khoa', 'tỉnh', 'Hải', 'Dương', 'tới', 'Bệnh', 'viện', 'Bệnh', 'nhiệt', 'đới', 'trung', 'ương', '.']"
28,[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Đà', 'Nẵng'])]",[],[],"[(['B-DATE'], ['B-DATE'], ['24/7']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['428']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['khoa', 'Nội', '-', 'Tiết', 'niệu'])]","['Ngày', '24/7', ',', 'bệnh', 'nhân', 'chăm', 'sóc', 'bố', 'là', '""', 'bệnh', 'nhân', '428', '""', 'tại', 'khoa', 'Nội', '-', 'Tiết', 'niệu', ',', 'Bệnh', 'viện', 'Đà', 'Nẵng', '.']"
29,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['63']), (['B-GENDER'], ['B-GENDER'], ['nữ']), (['B-AGE'], ['B-AGE'], ['20']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['C2', 'Chung', 'cư', 'Mandarin', 'Garden']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['đường', 'Hoàng', 'Minh', 'Giám']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['phường', 'Trung', 'Hoà']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Quận', 'Cầu', 'Giấy']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hà', 'Nội'])]","['""', 'Bệnh', 'nhân', '63', '""', 'là', 'nữ', ',', '20', 'tuổi', ',', 'ở', 'C2', 'Chung', 'cư', 'Mandarin', 'Garden', ',', 'đường', 'Hoàng', 'Minh', 'Giám', ',', 'phường', 'Trung', 'Hoà', ',', 'Quận', 'Cầu', 'Giấy', ',', 'Hà', 'Nội', '.']"
30,"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], ['Ban', 'chỉ', 'đạo', 'quốc', 'gia', 'về', 'phòng', 'chống', 'dịch', 'COVID', '-', '19'])]",[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['9', '-', '3']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Sở', 'Y', 'tế', 'Đà', 'Nẵng'])]","['Vào', 'ngày', '9', '-', '3', ',', 'Sở', 'Y', 'tế', 'Đà', 'Nẵng', 'mới', 'nhận', 'được', 'văn', 'bản', 'hoả', 'tốc', 'của', 'Ban', 'chỉ', 'đạo', 'quốc', 'gia', 'về', 'phòng', 'chống', 'dịch', 'COVID', '-', '19', ',', 'trong', 'đó', 'có', 'nội', 'dung', '""', 'nâng', 'cấp', 'độ', '""', 'cách', 'ly', '(', 'yêu', 'cầu', 'những', 'người', 'tiếp', 'xúc', 'gần', 'với', 'trường', 'hợp', 'bệnh', 'nhân', 'dương', 'tính', 'với', 'COVID', '-', '19', 'phải', 'được', 'tổ', 'chức', 'cách', 'ly', 'ngay', 'tại', 'cơ', 'sở', 'y', 'tế', 'trong', 'vòng', '14', 'ngày', ',', 'đồng', 'thời', 'lấy', 'mẫu', 'bệnh', 'phẩm', 'để', 'xét', 'nghiệm', 'khẳng', 'định', ')', '.']"
31,[],"[(['O', 'O'], ['B-JOB', 'I-JOB'], ['công', 'nhân'])]",[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Công', 'ty', 'Samsung']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['huyện', 'Yên', 'Phong']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['tỉnh', 'Bắc', 'Ninh'])]","['""', 'Bệnh', 'nhân', 'này', 'là', 'công', 'nhân', 'làm', 'việc', 'ở', 'Công', 'ty', 'Samsung', 'tại', 'huyện', 'Yên', 'Phong', ',', 'tỉnh', 'Bắc', 'Ninh', '.']"
32,[],[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['9', '-', '2']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'tạng'])]","['Hôm', '9', '-', '2', ',', 'sau', 'khi', 'tình', 'trạng', 'nữ', 'bệnh', 'nhân', 'tiếp', 'tục', 'chuyển', 'biến', 'xấu', ',', 'có', 'biểu', 'hiện', 'suy', 'tạng', ',', 'các', 'bác', 'sĩ', 'bắt', 'đầu', 'sử', 'dụng', 'liệu', 'pháp', 'tế', 'bào', 'gốc', 'để', 'điều', 'trị', 'sau', 'khi', 'tham', 'khảo', 'ý', 'kiến', 'từ', 'bệnh', 'viện', 'và', 'gia', 'đình', 'bệnh', 'nhân', '.']"
33,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['1013']), (['B-AGE'], ['B-AGE'], ['51']), (['B-JOB', 'I-JOB', 'I-JOB', 'I-JOB', 'I-JOB'], ['B-JOB', 'I-JOB', 'I-JOB', 'I-JOB', 'I-JOB'], ['tiểu', 'thương', 'bán', 'hải', 'sản']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['chợ', 'Siêu', 'Thị']), (['B-DATE'], ['B-DATE'], ['16/8'])]","['""', 'Bệnh', 'nhân', '1013', '""', ',', '51', 'tuổi', ',', 'tiểu', 'thương', 'bán', 'hải', 'sản', 'ở', 'chợ', 'Siêu', 'Thị', ',', 'từng', 'được', 'lấy', 'mẫu', 'xét', 'nghiệm', 'nCoV', 'lần', 'một', 'ngày', '16/8', 'và', 'có', 'kết', 'quả', 'âm', 'tính', '.']"
