Row,No Extraction,Wrong Tag,Wrong Range,Wrong Range and tag,Num correct tags,Sentence
2293,[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bệnh_viện', 'Trung_ương', 'Huế'])]","['Cục', 'yêu_cầu', 'Bệnh_viện', 'Trung_ương', 'Huế', 'tiếp_nhận', 'những', 'bệnh_nhân', 'chạy', 'thận', 'nhân_tạo', 'dương_tính', 'với', 'nCoV', 'và', 'bệnh_nhân', 'có', 'nhiều', 'bệnh', 'nền', '.']"
2294,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['30', '-', '7']), (['B-LOCATION'], ['B-LOCATION'], ['Đà_Nẵng'])]","['Trong', 'ngày', '30', '-', '7', ',', 'bệnh_viện', 'sẽ', 'tiếp_nhận', '8', 'ca', 'bệnh', 'từ', 'Đà_Nẵng', 'chuyển', 'ra', '.']"
2295,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['9', '-', '7'])]","['Bệnh_nhân', 'nhập_cảnh', 'ngày', '9', '-', '7', 'và', 'tiến_hành', 'cách_ly', 'ngay', '.']"
2296,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'dã_chiến', 'Củ_Chi'])]","['Hiện', 'bệnh_nhân', 'được', 'cách_ly', 'theo_dõi', 'và', 'điều_trị', 'tại', 'Bệnh_viện', 'dã_chiến', 'Củ_Chi', '.']"
2297,[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['O', 'B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['bệnh', 'thận', 'mạn'])]",[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['507']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['57']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['thành_phố', 'Đà_Nẵng']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['tăng', 'huyết_áp'])]","['""', 'Bệnh_nhân', '507', '""', ',', 'nam', ',', '57', 'tuổi', ',', 'ở', 'thành_phố', 'Đà_Nẵng', ',', 'có', 'tiền_sử', 'tăng', 'huyết_áp', 'một', 'năm', ',', 'bệnh', 'thận', 'mạn', ',', 'chạy', 'thận', 'nhân_tạo', 'hai', 'lần', 'một', 'tuần', 'trong', 'hai', 'tháng', 'nay', '.']"
2298,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['26', '-', '8']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Trung_tâm', 'y_tế', 'Hoà_Vang']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['viêm', 'phổi']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['sốc', 'nhiễm_khuẩn']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'đa', 'tạng', 'không', 'phục_hồi']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'thận', 'mạn']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['tăng', 'huyết_áp']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'tim']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['tai_biến', 'mạch_máu', 'não'])]","['Sáng', '26', '-', '8', ',', 'bệnh_nhân', 'tử_vong', 'tại', 'Trung_tâm', 'y_tế', 'Hoà_Vang', ',', 'được', 'chẩn_đoán', 'viêm', 'phổi', 'do', 'COVID', '-', '19', ',', 'sốc', 'nhiễm_khuẩn', ',', 'suy', 'đa', 'tạng', 'không', 'phục_hồi', 'trên', 'bệnh_nhân', 'suy', 'thận', 'mạn', 'chạy', 'thận', 'nhân_tạo', 'chu_kỳ', ',', 'tăng', 'huyết_áp', ',', 'suy', 'tim', ',', 'tai_biến', 'mạch_máu', 'não', '.']"
2299,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'đa_khoa', 'Khu_vực', 'Quảng_Nam'])]","['Bệnh_nhân', 'được', 'cách_ly', ',', 'điều_trị', 'tại', 'Bệnh_viện', 'đa_khoa', 'Khu_vực', 'Quảng_Nam', '.']"
2300,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['568']), (['B-LOCATION'], ['B-LOCATION'], ['Đà_Nẵng']), (['B-DATE'], ['B-DATE'], ['18/7'])]","['Còn', '""', 'bệnh_nhân', '568', '""', 'đến', 'Đà_Nẵng', 'ngày', '18/7', '.']"
2301,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['485']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['485']), (['B-GENDER'], ['B-GENDER'], ['nữ']), (['B-AGE'], ['B-AGE'], ['55']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Đà_Nẵng'])]","['Ca', 'bệnh', '485', '(', 'bệnh_nhân', '485', ')', ':', 'nữ', ',', '55', 'tuổi', ',', 'bệnh_nhân', 'điều_trị', 'tại', 'Bệnh_viện', 'Đà_Nẵng', '.']"
2302,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['18', '-', '8']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bệnh_viện', 'Trung_ương', 'Huế', 'cơ_sở', '2']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['523']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['thị_trấn', 'Hà_Lam']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['huyện', 'Thăng_Bình']), (['B-LOCATION'], ['B-LOCATION'], ['Quảng_Nam'])]","['Chiều', '18', '-', '8', ',', 'Bệnh_viện', 'Trung_ương', 'Huế', 'cơ_sở', '2', 'cho', 'bệnh_nhân', '523', '(', 'trú', 'thị_trấn', 'Hà_Lam', ',', 'huyện', 'Thăng_Bình', ',', 'Quảng_Nam', ')', 'xuất_viện', '.']"
2303,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['8', '-', '8']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Lao', 'và', 'bệnh', 'phổi', 'Quảng_Trị'])]","['Từ', 'ngày', '8', '-', '8', ',', 'bệnh_nhân', 'nhập_viện', 'điều_trị', 'tại', 'Bệnh_viện', 'Lao', 'và', 'bệnh', 'phổi', 'Quảng_Trị', 'và', 'được', 'lấy', 'mẫu', 'xét_nghiệm', '.']"
2304,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['17']), (['B-NAME'], ['B-NAME'], ['Nguyễn_Hồng_Nhung']), (['B-DATE'], ['B-DATE'], ['6/3'])]","['Bác_sĩ', 'cho', 'biết', ',', 'từ', 'lúc', 'phát_hiện', '""', 'bệnh_nhân', '17', '""', 'Nguyễn_Hồng_Nhung', 'hôm', '6/3', ',', 'lượt', 'bệnh_nhân', 'đến', 'khám', 'đông', 'hơn', ',', 'có', 'ngày', 'lên', 'đến', '105', 'người', '.']"
2305,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['449']), (['B-LOCATION'], ['B-LOCATION'], ['TP.HCM.'])]","['Ca', 'bệnh', '449', 'là', 'người', 'nước_ngoài', 'từng', 'điều_trị', 'tại', 'đây', 'trước', 'khi', 'chuyển', 'vào', 'TP.HCM.']"
2306,[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Sở', 'Y_tế', 'Hà_Giang']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['268']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['23', '-', '4'])]","['Theo', 'ông', 'Lương_Viết_Thuần', ',', 'giám_đốc', 'Sở', 'Y_tế', 'Hà_Giang', ',', 'liên_quan', 'đến', 'bệnh_nhân', 'số', '268', ',', 'tính', 'đến', 'ngày', '23', '-', '4', 'có', '318', 'trường_hợp', 'được', 'xét_nghiệm', 'và', 'cho', 'kết_quả', 'âm_tính', 'với', 'virus', 'SARS', '-', 'CoV', '-', '2', '.']"
2307,[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['15/3'])]","['Bệnh_nhân', 'này', 'từ', 'ngày', '15/3', 'đã', 'được', 'thở', 'máy', ',', 'lọc', 'máu', '.']"
2308,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['2', '-', '8']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Dã_chiến', 'Củ_Chi'])]","['Ngày', '2', '-', '8', ',', 'bệnh_nhân', 'có', 'kết_quả', 'xét_nghiệm', 'dương_tính', 'và', 'được', 'chuyển', 'đến', 'Bệnh_viện', 'Dã_chiến', 'Củ_Chi', 'để', 'cách_ly', 'điều_trị', ';', 'hiện', 'bệnh_nhân', 'không', 'sốt', ',', 'không', 'ho', ',', 'không', 'khó', 'thở', '.']"
2309,[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bệnh_viện', 'Bệnh', 'nhiệt_đới', 'trung_ương']), (['B-LOCATION'], ['B-LOCATION'], ['Hà_Nội']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bệnh_viện', 'dã_chiến', 'Củ_Chi']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['TP.', 'HCM'])]","['Bệnh_viện', 'Bệnh', 'nhiệt_đới', 'trung_ương', '(', 'Hà_Nội', ')', 'và', 'Bệnh_viện', 'dã_chiến', 'Củ_Chi', '(', 'TP.', 'HCM', ')', 'hôm_qua', 'công_bố', '30', 'bệnh_nhân', 'COVID', '-', '19', 'khỏi', 'bệnh', '.']"
2310,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['183']), (['B-JOB'], ['B-JOB'], ['phóng_viên']), (['B-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION'], ['Thông_tấn_xã', 'Việt_Nam']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['29', '-', '3'])]","['Bệnh_nhân', '183', 'là', 'phóng_viên', 'của', 'Thông_tấn_xã', 'Việt_Nam', ',', 'có', 'kết_quả', 'dương_tính', 'với', 'virus', 'corona', 'chủng', 'mới', '(', 'SARS', '-', 'CoV', '-', '2', ')', 'ngày', '29', '-', '3', '.']"
2311,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['12', '-', '3']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Bạch_Mai']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['6', '-', '4'])]","['Bệnh_nhân', 'này', 'có', 'hành_trình', 'rất', 'dày_đặc', 'từ', 'ngày', '12', '-', '3', 'sau', 'khi', 'đưa', 'người_thân', 'đi', 'khám', 'bệnh', 'tại', 'Bệnh_viện', 'Bạch_Mai', 'cho', 'đến', 'khi', 'có', 'kết_quả', 'xét_nghiệm', 'ngày', '6', '-', '4', '.']"
2312,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['989']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['989']), (['B-LOCATION'], ['B-LOCATION'], ['Hà_Nội']), (['B-GENDER'], ['B-GENDER'], ['Nam']), (['B-AGE'], ['B-AGE'], ['35']), (['B-LOCATION'], ['B-LOCATION'], ['Sơn_Hoá']), (['B-LOCATION'], ['B-LOCATION'], ['Tuyên_Hoá']), (['B-LOCATION'], ['B-LOCATION'], ['Quảng_Bình'])]","['Ca', 'bệnh', '989', '(', 'bệnh_nhân', '989', ')', 'được', 'cách_ly', 'ngay', 'sau', 'nhập_cảnh', 'tại', 'Hà_Nội', ':', 'Nam', ',', '35', 'tuổi', ',', 'có', 'địa_chỉ', 'tại', 'Sơn_Hoá', ',', 'Tuyên_Hoá', ',', 'Quảng_Bình', '.']"
2313,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['550']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['550']), (['B-GENDER'], ['B-GENDER'], ['nữ']), (['B-AGE'], ['B-AGE'], ['75']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['461'])]","['Ca', 'bệnh', '550', '(', 'bệnh_nhân', '550', ')', ':', 'nữ', ',', '75', 'tuổi', ',', 'tiếp_xúc', 'gần', 'bệnh_nhân', '461', '.']"
2314,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['178']), (['B-GENDER'], ['B-GENDER'], ['nữ']), (['B-AGE'], ['B-AGE'], ['44']), (['B-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION'], ['công_ty', 'Trường_Sinh']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Bạch_Mai']), (['B-LOCATION'], ['B-LOCATION'], ['Thái_Nguyên'])]","['Bệnh_nhân', '178', ':', 'là', 'nữ', ',', '44', 'tuổi', ',', 'làm_việc', 'tại', 'công_ty', 'Trường_Sinh', 'cung_cấp', 'dịch_vụ', 'cho', 'Bệnh_viện', 'Bạch_Mai', ',', 'đang', 'ở', 'Thái_Nguyên', 'và', 'được', 'xét_nghiệm', 'dương_tính', '.']"
2315,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['24', '-', '7']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Đa_khoa', 'TP', 'Quảng_Ngãi']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['sốt']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['ho'])]","['-', 'Đến', '14h30', 'ngày', '24', '-', '7', ',', 'bệnh_nhân', 'đến', 'Bệnh_viện', 'Đa_khoa', 'TP', 'Quảng_Ngãi', 'khám', 'với', 'triệu_chứng', 'bị', 'sốt', 'và', 'ho', '.']"
2316,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['524'])]","['Sau', 'đó', ',', 'bà', 'đến', 'nuôi', 'mẹ', 'chồng', 'là', 'bệnh_nhân', '524', ',', 'tại', 'đây', 'có', 'tiếp_xúc', 'với', '4', 'người', 'khác', '.']"
2317,[],[],[],[],"[(['B-LOCATION'], ['B-LOCATION'], ['Đà_Nẵng'])]","['Tính', 'đến', 'sáng', 'nay', 'đã', 'ghi_nhận', '34', 'ca', 'Covid', '-', '19', ',', '5', 'bệnh_nhân', 'khác', 'ghi_nhận', 'ở', '5', 'tỉnh', ',', 'thành', 'đều', 'liên_quan', 'đến', 'Đà_Nẵng', '.']"
2318,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['450']), (['B-GENDER'], ['B-GENDER'], ['nữ']), (['B-AGE'], ['B-AGE'], ['46']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['449'])]","['""', 'Bệnh_nhân', '450', '""', ',', 'nữ', ',', '46', 'tuổi', ',', 'là', 'người', 'chăm_sóc', '""', 'bệnh_nhân', '449', '""', '.']"
2319,[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['23/7']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['sốt', 'nhẹ']), (['B-LOCATION'], ['B-LOCATION'], ['Đà_Nẵng'])]","['Sáng', '23/7', ',', 'anh', 'có', 'triệu_chứng', 'sốt', 'nhẹ', 'nhưng', 'không', 'đi', 'khám', ',', 'thời_điểm', 'này', 'Đà_Nẵng', 'chưa', 'ghi_nhận', 'ca', 'mắc', 'nCoV', 'tái', 'bùng_phát', 'trong', 'cộng_đồng', '.']"
2320,[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Trung_tâm', 'Y_tế', 'huyện', 'Hoà_Vang'])]","['Ngay', 'sau', 'đó', ',', 'ngành', 'y_tế', 'đã', 'thông_báo', 'cho', 'Trung_tâm', 'Y_tế', 'huyện', 'Hoà_Vang', '.']"
2321,[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['10/7'])]","['Mẫu', 'bệnh_phẩm', 'lấy', 'cùng', 'ngày', ',', 'kết_quả', 'xét_nghiệm', 'ngày', '10/7', 'dương_tính', 'với', 'nCoV', '.']"
2322,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['27', '-', '7']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['6', '-', '8'])]","['Từ', '27', '-', '7', 'đến', '6', '-', '8', 'BN', 'chỉ', 'ở', 'nhà', ',', 'không', 'đi', 'đâu', 'và', 'không', 'tiếp_xúc', 'ai', 'cả', ',', 'không', 'cho', 'người_nhà', 'đến', 'thăm', ',', 'tự', 'cách_ly', 'tại', 'nhà', ',', 'sau', 'đó', 'được', 'cách_ly', '.']"
2323,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['507']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['507']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['57']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Trung_tâm', 'Y_tế', 'Quận', 'Sơn_Trà']), (['B-LOCATION'], ['B-LOCATION'], ['Đà_Nẵng'])]","['Ca', 'bệnh', '507', '(', 'bệnh_nhân', '507', ')', ':', 'nam', ',', '57', 'tuổi', ',', 'Trung_tâm', 'Y_tế', 'Quận', 'Sơn_Trà', ',', 'Đà_Nẵng', '.']"
2324,[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Viện', 'Vệ_sinh', 'Dịch_tễ', 'Trung_ương']), (['B-DATE'], ['B-DATE'], ['19/3'])]","['Mẫu', 'bệnh_phẩm', 'gửi', 'Viện', 'Vệ_sinh', 'Dịch_tễ', 'Trung_ương', ',', 'kết_quả', 'tương_tự', 'vào', 'tối', '19/3', '.']"
2325,[],[],[],[],"[(['B-LOCATION'], ['B-LOCATION'], ['Vũ_Hán']), (['B-DATE'], ['B-DATE'], ['15/2'])]","['Một', 'người', 'trở', 'về', 'từ', 'Vũ_Hán', 'ngày', '15/2', '.']"
2326,[],[],[],[],[],"['Theo', 'ông', 'Minh', 'đây', 'là', 'ca', 'bệnh', '""', 'cực_kỳ', 'phức_tạp', '""', ',', 'vì', 'bệnh_nhân', 'không', 'đi', 'khỏi', 'tỉnh', 'trong', 'nhiều', 'tháng', '.']"
2327,[],[],"[(['B-LOCATION', 'I-LOCATION'], ['O', 'B-LOCATION'], ['bệnh_viện', 'Đà_Nẵng'])]",[],[],"['Cách_ly', '6.018', 'trường_hợp', ',', 'bao_gồm', 'nhân_viên', 'y_tế', ',', 'bệnh_nhân', ',', 'người_nhà', 'bệnh_nhân', ',', 'nhân_viên', 'phục_vụ', ',', 'bảo_vệ', ',', 'căn', 'tin', ',', 'tại', 'ba', 'bệnh_viện', 'Đà_Nẵng', ',', 'C', ',', 'Chỉnh_hình', 'và', 'Phục_hồi', 'chức_năng', '.']"
2328,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['59']), (['B-AGE'], ['B-AGE'], ['30']), (['B-LOCATION'], ['B-LOCATION'], ['Bồ_Đề']), (['B-LOCATION'], ['B-LOCATION'], ['Long_Biên']), (['B-JOB'], ['B-JOB'], ['tiếp_viên']), (['B-TRANSPORTATION'], ['B-TRANSPORTATION'], ['VN54']), (['B-DATE'], ['B-DATE'], ['2/3']), (['B-LOCATION'], ['B-LOCATION'], ['London']), (['B-LOCATION'], ['B-LOCATION'], ['Hà_Nội'])]","['""', 'Bệnh_nhân', '59', '""', ',', '30', 'tuổi', ',', 'trú', 'tại', 'Bồ_Đề', ',', 'Long_Biên', ',', 'tiếp_viên', 'trên', 'VN54', 'ngày', '2/3', '-', 'chuyến', 'bay', 'từ', 'London', 'về', 'Hà_Nội', 'chở', 'theo', 'nhiều', 'người', 'mắc', 'Covid', '-', '19', '.']"
2329,[],[],[],[],"[(['B-LOCATION'], ['B-LOCATION'], ['Việt_Nam']), (['B-TRANSPORTATION', 'I-TRANSPORTATION'], ['B-TRANSPORTATION', 'I-TRANSPORTATION'], ['VN', '0018']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['16', '-', '3'])]","['Bệnh_nhân', 'về', 'Việt_Nam', 'chuyến', 'bay', 'VN', '0018', 'ngày', '16', '-', '3', '.']"
2330,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['750'])]","['Cả', 'hai', 'là', 'F1', ',', 'F2', 'của', '""', 'bệnh_nhân', '750', '""', ',', 'khi', 'người', 'này', 'đến', 'thăm', 'chị_gái', 'điều_trị', 'cùng', 'buồng', 'bệnh', 'ở', 'tầng', '6', ',', 'nhà', 'G.']"
2331,[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['4/8']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Trung_tâm', 'y_tế', 'Hoà_Vang']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['hôn_mê']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['sốt', 'cao'])]","['Ngày', '4/8', ',', 'chị', 'được', 'chuyển', 'đến', 'Trung_tâm', 'y_tế', 'Hoà_Vang', 'tiếp_tục', 'điều_trị', ',', 'tình_trạng', 'hôn_mê', ',', 'sốt', 'cao', ',', 'thở', 'máy', '.']"
2332,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Đa_khoa', 'tỉnh', 'Hà_Nam'])]","['Bệnh_viện', 'Đa_khoa', 'tỉnh', 'Hà_Nam', 'là', 'đơn_vị', 'y_tế', 'thứ', '10', 'phải', 'phong_toả', 'khoa', ',', 'phòng', ',', 'thậm_chí', 'toàn_bộ', 'bệnh_viện', 'hoặc', 'cách_ly', 'nhân_viên', 'y_tế', 'sau', 'khi', 'tiếp_xúc', 'với', 'bệnh_nhân', 'COVID', '-', '19', 'thời_gian', 'qua', '.']"
2333,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['110']), (['B-GENDER'], ['B-GENDER'], ['nữ']), (['B-AGE'], ['B-AGE'], ['19']), (['B-LOCATION'], ['B-LOCATION'], ['Đống_Đa']), (['B-LOCATION'], ['B-LOCATION'], ['Hà_Nội'])]","['Bệnh_nhân', '110', 'là', 'nữ', ',', '19', 'tuổi', ',', 'quốc_tịch', 'Việt_Nam', ',', 'địa_chỉ', 'ở', 'Đống_Đa', ',', 'Hà_Nội', '.']"
2334,[],[],[],[],[],"['Đây', 'là', 'cơ_sở', 'y_tế', 'thứ', '11', 'phải', 'cách_ly', 'y_bác_sĩ', ',', 'phong_toả', 'một', 'phần', 'hoặc', 'toàn_bộ', 'bệnh_viện', 'do', 'dịch', 'COVID', '-', '19', '.']"
